"Code 4-digit","Section Code","Part 2-digit","Part 4-digit","Product Name","Nom du produit"
"0306","Type 1","03","06","Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine.","Crustacés, même décortiqués, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure ; crustacés, même décortiqués, fumés, même cuits avant ou pendant le fumage ; crustacés non décortiqués, cuits à l'eau ou à la vapeur, même réfrigérés, congelés, séchés, salés ou en saumure"
"0307","Type 1","03","07","Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process.","Mollusques, même séparés de leur coquille, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure ; mollusques, même décortiqués, fumés, même cuits avant ou pendant le fumage"
"0308","Type 1","03","08","Other : Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process.","Invertébrés aquatiques autres que les crustacés et mollusques, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure ; invertébrés aquatiques autres que les crustacés et mollusques, fumés, même cuits avant ou pendant le fumage"
"0309","Type 1","03","09","Flours, meals and pellets of fish, crustaceans, molluscs and other aquatic invertebrates, fit for human consumption.","Farines, poudres et agglomérés sous forme de pellets de poisson, crustacés, mollusques et autres invertébrés aquatiques, propres à l'alimentation humaine"
"0401","Type 1","04","01","Milk and cream, not concentrated nor containing added sugar or other sweetening matter.","Lait et crème de lait, non concentrés ni additionnés de sucre ou d'autres édulcorants"
"0402","Type 1","04","02","Milk and cream, concentrated or containing added sugar or other sweetening matter.","Lait et crème de lait, concentrés ou additionnés de sucre ou d'autres édulcorants"
"0403","Type 1","04","03","Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.","Yoghourt ; babeurre, lait et crème caillés, képhir et autres laits et crèmes fermentés ou acidifiés, même concentrés ou additionnés de sucre ou d'autres édulcorants ou aromatisés ou additionnés de fruits ou de cacao"
"0404","Type 1","04","04","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included.","Lactosérum, même concentré ou additionné de sucre ou d'autres édulcorants ; produits consistant en composants naturels du lait, même additionnés de sucre ou d'autres édulcorants, non dénommés ni compris ailleurs"
"0405","Type 1","04","05","Butter and other fats and oils derived from milk; dairy spreads.","Beurre et autres matières grasses provenant du lait ; pâtes à tartiner laitières"
"0406","Type 1","04","06","Cheese and curd.","Fromages et caillebotte"
"0407","Type 1","04","07","Birds' eggs, in shell, fresh, preserved or cooked.","OEufs d'oiseaux, en coquilles, frais, conservés ou cuits"
"0408","Type 1","04","08","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter.","OEufs d'oiseaux, dépourvus de leurs coquilles, et jaunes d'oeufs, frais, séchés, cuits à l'eau ou à la vapeur, moulés, congelés ou autrement conservés, même additionnés de sucre ou d'autres édulcorants"
"0409","Type 1","04","09","Natural honey","Miel naturel"
"0410","Type 1","04","10","Insects and other edible products of animal origin, not elsewhere specified or included","Insectes et autres produits comestibles d'origine animale, non dénommés ni compris ailleurs"
"0501","Type 1","05","01","Human hair, unworked, whether or not washed or scoured; waste of human hair","Cheveux bruts, même lavés ou dégraissés ; déchets de cheveux"
"0502","Type 1","05","02","Pigs', hogs' or boars' bristles and hair; badger hair and other brush making hair; waste of such bristles or hair","Soies de porc ou de sanglier ; poils de blaireau et autres poils pour la brosserie ; déchets de ces soies ou poils"
"0504","Type 1","05","04","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","Boyaux, vessies et estomacs d'animaux, entiers ou en morceaux, autres que ceux de poissons, à l'état frais, réfrigéré, congelé, salé ou en saumure, séché ou fumé"
"0505","Type 1","05","05","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers (whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers.","Peaux et autres parties d'oiseaux revêtues de leurs plumes ou de leur duvet, plumes et parties de plumes (même rognées), duvet, bruts ou simplement nettoyés, désinfectés ou traités en vue de leur conservation ; poudres et déchets de plumes ou de parties de plumes"
"0506","Type 1","05","06","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products.","Os et cornillons, bruts, dégraissés, simplement préparés (mais non découpés en forme), acidulés ou dégélatinés ; poudres et déchets de ces matières"
"0507","Type 1","05","07","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products.","Ivoire, écaille de tortue, fanons (y compris les barbes) de baleine ou d'autres mammifères marins, cornes, bois, sabots, ongles, griffes et becs, bruts ou simplement préparés, mais non découpés en forme ; poudres et déchets de ces matières"
"0508","Type 1","05","08","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof","Corail et matières similaires, bruts ou simplement préparés, mais non autrement travaillés ; coquilles et carapaces de mollusques, de crustacés ou d'échinodermes et os de seiches, bruts ou simplement préparés, mais non découpés en forme, leurs poudres et leurs déchets"
"0510","Type 1","05","10","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","Ambre gris, castoréum, civette et musc ; cantharides ; bile, même séchée ; glandes et autres substances d'origine animale utilisées pour la préparation de produits pharmaceutiques, fraîches, réfrigérées, congelées ou autrement conservées de façon provisoire"
"0511","Type 1","05","11","Animal products not elsewhere specified or included; dead animals of Chapter 1 or 3, unfit for human consumption.","Produits d'origine animale, non dénommés ni compris ailleurs ; animaux morts des Chapitres 1 ou 3, impropres à l'alimentation humaine"
"0601","Type 2","06","01","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212","Bulbes, oignons, tubercules, racines tubéreuses, griffes et rhizomes, en repos végétatif, en végétation ou en fleur ; plants, plantes et racines de chicorée autres que les racines du n°1212"
"0602","Type 2","06","02","Other live plants (including their roots), cuttings and slips; mushroom spawn.","Autres plantes vivantes (y compris leurs racines), boutures et greffons ; blanc de champignons"
"0603","Type 2","06","03","Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","Fleurs et boutons de fleurs, coupés, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés"
"0604","Type 2","06","04","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared.","Feuillages, feuilles, rameaux et autres parties de plantes, sans fleurs ni boutons de fleurs, et herbes, mousses et lichens, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés"
"0701","Type 2","07","01","Potatoes, fresh or chilled","Pommes de terre, à l'état frais ou réfrigéré"
"0702","Type 2","07","02","Tomatoes, fresh or chilled","Tomates, à l'état frais ou réfrigéré"
"0703","Type 2","07","03","Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled","Oignons, échalotes, aulx, poireaux et autres légumes alliacés, à l'état frais ou réfrigéré"
"0704","Type 2","07","04","Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled","Choux, choux-fleurs, choux frisés, choux-raves et produits comestibles similaires du genre Brassica, à l'état frais ou réfrigéré"
"0705","Type 2","07","05","Lettuce (Lactuca sativa) and chicory (Cichorium spp.), fresh or chilled","Laitues (Lactuca sativa) et chicorées (Cichorium spp.), à l'état frais ou réfrigéré"
"0706","Type 2","07","06","Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots, fresh or chilled","Carottes, navets, betteraves à salade, salsifis, céleris-raves, radis et racines comestibles similaires, à l'état frais ou réfrigéré"
"0707","Type 2","07","07","Cucumbers and gherkins, fresh or chilled","Concombres et cornichons, à l'état frais ou réfrigéré"
"0708","Type 2","07","08","Leguminous vegetables, shelled or unshelled, fresh or chilled","Légumes à cosse, écossés ou non, à l'état frais ou réfrigéré"
"0709","Type 2","07","09","Other vegetables, fresh or chilled","Autres légumes, à l'état frais ou réfrigéré"
"0710","Type 2","07","10","Vegetables (uncooked or cooked by steaming or boiling in water), frozen","Légumes, non cuits ou cuits à l'eau ou à la vapeur, congelés"
"0711","Type 2","07","11","Vegetables provisionally preserved, but unsuitable in that state for immediate consumption","Légumes conservés provisoirement, mais impropres, en l'état, à l'alimentation"
"0712","Type 2","07","12","Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared","Légumes secs, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés"
"0713","Type 2","07","13","Dried leguminous vegetables, shelled, whether or not skinned or split","Légumes à cosse secs, écossés, même décortiqués ou cassés"
"0714","Type 2","07","14","Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith.","Racines de manioc, d'arrow-root ou de salep, topinambours, patates douces et racines et tubercules similaires à haute teneur en fécule ou en inuline, frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets ; moelle de sagoutier"
"0801","Type 2","08","01","Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled","Noix de coco, noix du Brésil et noix de cajou, fraîches ou sèches, même sans leurs coques ou décortiquées"
"0802","Type 2","08","02","Other nuts, fresh or dried, whether or not shelled or peeled","Autres fruits à coques, frais ou secs, même sans leurs coques ou décortiqués"
"0803","Type 2","08","03","Bananas, including plantains, fresh or dried","Bananes, y compris les plantains, fraîches ou sèches"
"0804","Type 2","08","04","Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried","Dattes, figues, ananas, avocats, goyaves, mangues et mangoustans, frais ou secs"
"0805","Type 2","08","05","Citrus fruit, fresh or dried","Agrumes, frais ou sec"
"0806","Type 2","08","06","Grapes, fresh or dried","Raisins, frais ou secs"
"0807","Type 2","08","07","Melons (including watermelons) and papaws (papayas), fresh","Melons (y compris les pastèques) et papayes, frais"
"0808","Type 2","08","08","Apples, pears and quinces, fresh","Pommes, poires et coings, frais"
"0809","Type 2","08","09","Apricots, cherries, peaches (including nectarines), plums and sloes, fresh","Abricots, cerises, pêches (y compris les brugnons et nectarines), prunes et prunelles, frais"
"0810","Type 2","08","10","Other fruit, fresh","Autres fruits, frais"
"0811","Type 2","08","11","Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Fruits, non cuits ou cuits à l'eau ou à la vapeur, congelés, même additionnés de sucre ou d'autres édulcorants"
"0812","Type 2","08","12","Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption","Fruits conservés provisoirement, mais impropres, en l'état, à l'alimentation"
"0813","Type 2","08","13","Fruit, dried, other than that of headings 08.01 to 08.06; mixtures of nuts or dried fruits of this Chapter","Fruits séchés autres que ceux des n°08.01 à 08.06 ; mélanges de fruits séchés ou de fruits à coques du présent Chapitre"
"0814","Type 2","08","14","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions","Ecorces d'agrumes ou de melons (y compris de pastèques), fraîches, congelées, présentées dans l'eau salée, soufrée ou additionnée d'autres substances servant à assurer provisoirement leur conservation ou bien séchées"
"0901","Type 2","09","01","Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion","Café, même torréfié ou décaféiné ; coques et pellicules de café ; succédanés du café contenant du café, quelles que soient les proportions du mélange"
"0902","Type 2","09","02","Tea, whether or not flavoured","Thé, même aromatisé"
"0903","Type 2","09","03","Maté","Maté"
"0904","Type 2","09","04","Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the genus Pimenta","Poivre du genre Piper ; piments du genre Capsicum ou du genre Pimenta, séchés ou broyés ou pulvérisés"
"0905","Type 2","09","05","Vanilla","Vanille"
"0906","Type 2","09","06","Cinnamon and cinnamon-tree flowers","Cannelle et fleurs de cannelier"
"0907","Type 2","09","07","Cloves (whole fruit, cloves and stems)","Girofles (antofles, clous et griffes)"
"0908","Type 2","09","08","Nutmeg, mace and cardamoms","Noix muscades, macis, amomes et cardamomes"
"0909","Type 2","09","09","Seeds of anise, badian, fennel, coriander, cumin or caraway; juniper berries","Graines d'anis, de badiane, de fenouil, de coriandre, de cumin, de carvi ; baies de genièvre"
"0910","Type 2","09","10","Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices","Gingembre, safran, curcuma, thym, feuilles de laurier, curry et autres épice"
"1001","Type 2","10","01","Wheat and meslin","Froment (blé) et méteil"
"1002","Type 2","10","02","Rye","Seigle"
"1003","Type 2","10","03","Barley","Orge"
"1004","Type 2","10","04","Oats","Avoine"
"1005","Type 2","10","05","Maize (corn)","Maïs"
"1006","Type 2","10","06","Rice","Riz"
"1007","Type 2","10","07","Grain sorghum","Sorgho à grains"
"1008","Type 2","10","08","Buckwheat, millet and canary seeds; other cereals","Sarrasin, millet et alpiste ; autres céréales"
"1101","Type 2","11","01","Wheat or meslin flour","Farines de froment (blé) ou de méteil"
"1102","Type 2","11","02","Cereal flours other than of wheat or meslin","Farines de céréales autres que de froment (blé) ou de méteil"
"1103","Type 2","11","03","Cereal groats, meal and pellets.","Gruaux, semoules et agglomérés sous forme de pellets, de céréales"
"1104","Type 2","11","04","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground","Grains de céréales autrement travaillés (mondés, aplatis, en flocons, perlés, tranchés ou concassés, par exemple), à l'exception du riz du n°1006 ; germes de céréales, entiers, aplatis, en flocons ou moulus"
"1105","Type 2","11","05","Flour, meal, powder, flakes, granules and pellets of potatoes.","Farine, semoule, poudre, flocons, granulés et agglomérés sous forme de pellets, de pommes de terre"
"1106","Type 2","11","06","Flour, meal and powder of the dried leguminous vegetables of heading 0713, of sago or of roots or tubers of heading 07.14 or of the products of Chapter 8","Farines, semoules et poudres de légumes à cosse secs du n°0713, de sagou ou des racines ou tubercules du n°0714 et des produits du Chapitre 8"
"1107","Type 2","11","07","Malt, whether or not roasted.","Malt, même torréfié"
"1108","Type 2","11","08","Starches; inulin","Amidons et fécules ; inuline"
"1109","Type 2","11","09","Wheat gluten, whether or not dried","Gluten de froment (blé), même à l'état sec"
"1201","Type 2","12","01","Soya beans, whether or not broken","Fèves de soja, même concassées"
"1202","Type 2","12","02","Ground-nuts, not roasted or otherwise cooked, whether or not shelled or broken","Arachides non grillées ni autrement cuites, même décortiquées ou concassées"
"1203","Type 2","12","03","Copra","Coprah"
"1204","Type 2","12","04","Linseed, whether or not broken","Graines de lin, même concassées"
"1205","Type 2","12","05","Rape or colza seeds, whether or not broken.","Graines de navette ou de colza, même concassées"
"1206","Type 2","12","06","Sunflower seeds, whether or not broken","Graines de tournesol, même concassées"
"1207","Type 2","12","07","Other oil seeds and oleaginous fruits, whether or not broken","Autres graines et fruits oléagineux, même concassés"
"1208","Type 2","12","08","Flours and meals of oil seeds or oleaginous fruits, other than those of mustard","Farines de graines ou de fruits oléagineux, autres que la farine de moutarde"
"1209","Type 2","12","09","Seeds, fruit and spores, of a kind used for sowing","Graines, fruits et spores à ensemencer"
"1210","Type 2","12","10","Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin.","Cônes de houblon frais ou secs, même broyés, moulus ou sous forme de pellets ; lupuline"
"1211","Type 2","12","11","Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered.","Plantes, parties de plantes, graines et fruits des espèces utilisées principalement en parfumerie, en médecine ou à usages insecticides, parasiticides ou similaires, frais, réfrigérés, congelés ou séchés, même coupés, concassés ou pulvérisés"
"1212","Type 2","12","12","Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human consumption, not elsewhere specified or included.","Caroubes, algues, betteraves à sucre et cannes à sucre, fraîches, réfrigérées, congelées ou séchées, même pulvérisées ; noyaux et amandes de fruits et autres produits végétaux (y compris les racines de chicorée non torréfiées de la variété Cichorium intybus sativum) servant principalement à l'alimentation humaine, non dénommés ni compris ailleurs"
"1213","Type 2","12","13","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets","Pailles et balles de céréales brutes, même hachées, moulues, pressées ou agglomérées sous forme de pellets"
"1214","Type 2","12","14","Swedes, mangolds, fodder roots, hay, lucerne (alfalfa), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets","Rutabagas, betteraves fourragères, racines fourragères, foin, luzerne, trèfle, sainfoin, choux fourragers, lupin, vesces et produits fourragers similaires, même agglomérés sous forme de pellets"
"1301","Type 2","13","01","Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams).","Gomme laque ; gommes, résines, gommes-résines et oléorésines (baumes, par exemple), naturelles"
"1302","Type 2","13","02","Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products.","Sucs et extraits végétaux ; matières pectiques, pectinates et pectates ; agar-agar et autres mucilages et épaississants dérivés des végétaux, même modifiés"
"1401","Type 2","14","01","Vegetable materials of a kind used primarily for plaiting (for example, bamboos, rattans, reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, and lime bark)","Matières végétales des espèces principalement utilisées en vannerie ou en sparterie (bambous, rotins, roseaux, joncs, osiers, raphia, pailles de céréales nettoyées, blanchies ou teintes, écorces de tilleul, par exemple)"
"1404","Type 2","14","04","Vegetable products not elsewhere specified or included","Produits végétaux non dénommés ni compris ailleurs"
"1501","Type 3","15","01","Pig fat (including lard) and poultry fat, other than that of heading 0209 or 1503","Graisses de porc (y compris le saindoux) et graisses de volailles, autres que celles du n°0209 ou du n°1503"
"1502","Type 3","15","02","Fats of bovine animals, sheep or goats, other than those of heading 15.03.","Graisses des animaux des espèces bovine, ovine ou caprine, autres que celles du n°1503"
"1503","Type 3","15","03","Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared","Stéarine solaire, huile de saindoux, oléo-stéarine, oléo-margarine et huile de suif, non émulsionnées, ni mélangées ni autrement préparées"
"1504","Type 3","15","04","Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified.","Graisses et huiles et leurs fractions, de poissons ou de mammifères marins, même raffinées, mais non chimiquement modifiées"
"1505","Type 3","15","05","Wool grease and fatty substances derived therefrom (including lanolin)","Graisse de suint et substances grasses dérivées, y compris la lanoline"
"1506","Type 3","15","06","Other animal fats and oils and their fractions, whether or not refined, but not chemically modified","Autres graisses et huiles animales et leurs fractions, même raffinées, mais non chimiquement modifiées"
"1507","Type 3","15","07","Soya-bean oil and its fractions, whether or not refined, but not chemically modified.","Huile de soja et ses fractions, même raffinées, mais non chimiquement modifiées"
"1508","Type 3","15","08","Ground-nut oil and its fractions, whether or not refined, but not chemically modified.","Huile d'arachide et ses fractions, même raffinées, mais non chimiquement modifiées"
"1509","Type 3","15","09","Olive oil and its fractions, whether or not refined, but not chemically modified.","Huile d'olive et ses fractions, même raffinées, mais non chimiquement modifiées"
"1510","Type 3","15","10","Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.","Autres huiles et leurs fractions, obtenues exclusivement à partir d'olives, même raffinées, mais non chimiquement modifiées et mélanges de ces huiles ou fractions avec des huiles ou fractions du n°1509"
"1511","Type 3","15","11","Palm oil and its fractions, whether or not refined, but not chemically modified.","Huile de palme et ses fractions, même raffinées, mais non chimiquement modifiées"
"1512","Type 3","15","12","Sunflower-seed, safflower or cotton-seed oil and fractions thereof, whether or not refined, but not chemically modified.","Huiles de tournesol, de carthame ou de coton et leurs fractions, même raffinées, mais non chimiquement modifiées"
"1513","Type 3","15","13","Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified.*","Huiles de coco (huile de coprah), de palmiste ou de babassu et leurs fractions, même raffinées, mais non chimiquement modifiées"
"1514","Type 3","15","14","Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically modified.","Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées"
"1515","Type 3","15","15","Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified.","Autres graisses et huiles végétales ou d'origine microbienne (y compris l'huile de jojoba) et leurs fractions, fixes, même raffinées, mais non chimiquement modifiées"
"1516","Type 3","15","16","Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared.","Graisses et huiles animales, végétales ou d'origine microbienne et leurs fractions, partiellement ou totalement hydrogénées, interestérifiées, réestérifiées ou élaïdinisées, même raffinées, mais non autrement préparées"
"1517","Type 3","15","17","Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats and oils or their fractions of heading 15.16.","Margarine ; mélanges ou préparations alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, autres que les graisses et huiles alimentaires ou leurs fractions du n°1516"
"1518","Type 3","15","18","Animal, vegetable or microbial fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, not elsewhere specified or included","Graisses et huiles animales, végétales ou d'origine microbienne et leurs fractions, cuites, oxydées, déshydratées, sulfurées, soufflées, standolisées ou autrement modifiées chimiquement, à l'exclusion de celles du n°15.16 ; mélanges ou préparations non alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, non dénommés ni compris ailleurs"
"1520","Type 3","15","20","Glycerol, crude; glycerol waters and glycerol lyes","Glycérol brut ; eaux et lessives glycérineuses"
"1521","Type 3","15","21","Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured.","Cires végétales (autres que les triglycérides), cires d'abeilles ou d'autres insectes et spermaceti, même raffinés ou colorés"
"1522","Type 3","15","22","Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes","Dégras ; résidus provenant du traitement des corps gras ou des cires animales ou végétales"
"1601","Type 4","16","01","Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products","Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes ; préparations alimentaires à base de ces produits"
"1602","Type 4","16","02","Other prepared or preserved meat, meat offal, blood or insects","Autres préparations et conserves de viande, d'abats, de sang ou d'insectes"
"1603","Type 4","16","03","Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates","Extraits et jus de viande, de poissons ou de crustacés, de mollusques ou d'autres invertébrés aquatiques"
"1604","Type 4","16","04","Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs","Préparations et conserves de poissons ; caviar et ses succédanés préparés à partir d'oeufs de poisson"
"1605","Type 4","16","05","Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved.","Crustacés, mollusques et autres invertébrés aquatiques, préparés ou conservés"
"1701","Type 4","17","01","Cane or beet sugar and chemically pure sucrose, in solid form","Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide"
